artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
James Turrell, , ,American,Male,1943, ,0, ,Q740966,500009338.0
James Valentine, , ,British,Male,1815, ,1880, ,,
James Valkus, , ,American,Male,0, ,0, ,,
James Van Dijk, , ,American,Male,1930, ,2002, ,,
James Victore, , ,American,Male,1962, ,0, ,Q6144663,
James Wallace Black, , ,American,Male,1825, ,1896, ,Q289479,500006013.0
James Waring, , ,American,Male,1922, ,1975, ,,
James Webb,artist, , , , , , , , , 
James Welling, , ,American,Male,1951, ,0, ,Q6145303,500005043.0
James Wells Champney, , ,American,Male,1843, ,1903, ,,
James Wilson Morrice,artist, , , , , , , , , 
James Wyeth, , ,American,Male,1946, ,0, ,Q1099591,500001584.0
James Young, , ,,Male,0, ,0, ,,
Jamie Isenstein, , ,American,Female,1975, ,0, ,,
Jamie Reid, , ,British,Male,1947, ,0, ,,
Jan Bontjes van Beek, , ,German,Male,1899, ,1969, ,,
Jan Burka, , ,Czech,Male,1924, ,2009, ,,
Jan Commandeur, , ,,,0, ,0, ,,
Jan Cox, , ,Belgian,Male,1919, ,1980, ,Q2173397,500001859.0
Jan De Cock, , ,Belgian,Male,1976, ,0, ,Q2088367,500285650.0
Jan Dibbets, , ,Dutch,Male,1941, ,0, ,Q573374,500010799.0
Jan Edler, , ,German,,1970, ,0, ,,
Jan Forsberg, , ,Swedish,Male,1932, ,0, ,,
Jan Gelb, , ,American,Female,1906, ,1978, ,,
Jan Groover, , ,American,Female,1943, ,2012, ,Q3431793,500037194.0
Jan Groth, , ,Norwegian,Male,1938, ,0, ,,
Jan Hashey, , ,American,Female,1938, ,0, ,,
Jan Henle, , ,American,Male,1948, ,0, ,,
Jan J. Schoonhoven, , ,Dutch,Male,1914, ,1994, ,Q1682200,500091322.0
Jan Knap, , ,Czech,Male,1949, ,0, ,,
Jan L. A. van Goethem, , ,Dutch,Male,1929, ,0, ,,
Jan Le Witt,artist, , , , , , , , , 
Jan Lebenstein, , ,Polish,Male,1930, ,1999, ,Q321504,500018570.0
Jan Lenica, , ,Polish,Male,1928, ,2001, ,Q664300,500024406.0
Jan Lewitt, , ,British,Male,1907, ,1991, ,Q1383568,500339846.0
Jan Lukas, , ,Czech,Male,1915, ,0, ,,
Jan Mach, , ,Czech,,1943, ,0, ,,
Jan Marcussen, , ,Danish,,1957, ,0, ,,
Jan Matthias, , ,Austrian,,0, ,0, ,,
Jan Matulka, , ,American,Male,1890, ,1972, ,Q6149475,500016408.0
Jan Menses, , ,Canadian,Male,1933, ,0, ,,
Jan Montyn, , ,Dutch,Male,1924, ,0, ,,
Jan Müller, , ,American,Male,1922, ,1958, ,Q6149574,500001212.0
Jan Młodożeniec, , ,Polish,Male,1929, ,2000, ,Q6149526,500081247.0
Jan Ohrn, , ,Swedish,,1943, ,0, ,,
Jan Peacock, , ,Canadian,Female,1955, ,0, ,,
Jan Preisler, , ,Czech,Male,1872, ,1918, ,Q2104325,500014295.0
Jan Ritsema, , ,Dutch,Male,1945, ,0, ,,
Jan Sanders, , ,,,0, ,0, ,,
Jan Sawka, , ,Polish,Male,1946, ,2012, ,Q6149861,500056281.0
Jan Schoonhoven,artist, , , , , , , , , 
Jan Senbergs, , ,Australian,Male,1939, ,0, ,,
Jan Slothouber, , ,Dutch,Male,1918, ,2007, ,,
Jan Staller, , ,American,Male,1952, ,0, ,,
Jan Stussy, , ,American,Male,1921, ,1990, ,,
Jan Tarasin, , ,Polish,Male,1926, ,2009, ,,
Jan Tichy, , ,Israeli,Male,1974, ,0, ,,
Jan Toorop, , ,Dutch,Male,1858, ,1928, ,Q369416,500017535.0
Jan Troell, , ,Swedish,Male,1931, ,0, ,,
Jan Trtílek, , ,Czech,Male,1938, ,0, ,,
Jan Tschichold, , ,Swiss,Male,1902, ,1974, ,Q455232,500125556.0
Jan Voss, , ,German,Male,1936, ,0, ,,
Jan Wichers, , ,German,Male,1944, ,0, ,,
Jan Wiegers, , ,Dutch,Male,1893, ,1959, ,,
Jan Wroniecki, , ,German,Male,1890, ,1948, ,,
Jan van Toorn, , ,Dutch,Male,1932, ,0, ,,
Jananne Al-Ani,artist, , , , , , , , , 
Jane Comfort, , ,American,Female,1945, ,0, ,,
Jane Crawford, , ,,,0, ,0, ,,
Jane Dickerman, , ,American,Female,0, ,0, ,,
Jane Dickson, , ,American,Female,1952, ,0, ,,
Jane Freilicher, , ,American,Female,1924, ,2014, ,Q16089924,500017408.0
Jane Hammond, , ,American,Female,1950, ,0, ,Q6152343,500198679.0
Jane Kaplowitz, , ,American,Female,1949, ,0, ,,
Jane Knížák, , ,,Female,0, ,0, ,,
Jane Logemann, , ,American,Female,1942, ,0, ,,
Jane Piper, , ,American,Female,1916, ,1991, ,,
Jane Poupelet, , ,French,Female,1878, ,1932, ,Q3161887,500042088.0
Jane Solomon, , ,,,0, ,0, ,,
Jane Veeder, , ,American,Female,1944, ,0, ,,
Jane Wenger, , ,American,Female,1944, ,0, ,,
Janet Cardiff, , ,Canadian,Female,1957, ,0, ,Q1682651,500116193.0
Janet Cree,artist, , , , , , , , , 
Janet Fish, , ,American,Female,1938, ,0, ,Q6153341,500030854.0
Janet Perr, , ,,Female,0, ,0, ,,
Janet Sobel, , ,American,Female,1894, ,1968, ,Q6153610,
Janez Bernik, , ,Yugoslav,Male,1933, ,2016, ,Q1502530,500029793.0
Janez Lenassi, , ,,,1927, ,2008, ,,
Janice Guy, , ,British,Female,1953, ,0, ,,
Janice Jacobs,artist, , , , , , , , , 
Janice Kerbel, , ,Canadian,Female,1969, ,0, ,,
Janice Yudell, , ,,Female,0, ,0, ,,
Janine Antoni, , ,Bahamian,Female,1964, ,0, ,Q6154531,500114905.0
Janis Muncis, , ,Russian,Male,1886, ,1955, ,,
Jankel Adler, , ,Polish,Male,1895, ,1949, ,Q213726,500027359.0
Janko Konstantinov, , ,Macedonian,Male,1926, ,2010, ,,
Jann Haworth, , ,American,Female,1942, ,0, ,,
Janne Kyttanen, , ,Finnish,Male,1974, ,0, ,,
Jannis Kounellis, , ,Greek,Male,1936, ,2017, ,Q472557,500047400.0
Janos Frecot, , ,German,Male,1937, ,0, ,Q104613,
Janusz Kapusta, , ,Polish,Male,1951, ,0, ,,
Janusz Lesniak, , ,Polish,,1947, ,0, ,,
Janwillem Bouwknegt, , ,Dutch,,1973, ,0, ,,
"Japan Victor Corporation (JVC), Japan", , ,,,0, ,0, ,,
Jarbes Lopes, , ,Brazilian,Male,1964, ,0, ,,
Jared Bark, , ,American,Male,1944, ,0, ,,
Jared French, , ,American,Male,1905, ,1988, ,Q3162702,500053389.0
Jari Tirkkonen, , ,Finnish,,1965, ,0, ,,
Jaromír Funke, , ,Czech,Male,1896, ,1945, ,Q6160514,500005599.0
Jaroslav Rössler, , ,Czech,Male,1902, ,1990, ,,
Jaroslav Sůra, , ,Czech,Male,1928, ,2010, ,,
Jaroslav Šerých, , ,Czech,Male,1923, ,2014, ,,
Jaroslava Hatláková, , ,Czech,Female,1904, ,1989, ,,
Jarrod Beck, , ,American,Male,1977, ,0, ,,
Jasmila Žbanić, , ,Bosnian,Female,1974, ,0, ,,
Jason Benning, , ,American,Male,1935, ,2009, ,,
Jason Berger, , ,American,Male,1924, ,2010, ,,
Jason Crum, , ,American,Male,1935, ,2004, ,,
Jason Jägel, , ,American,Male,1971, ,0, ,,
Jason Meadows, , ,American,Male,1972, ,0, ,,
Jason Middlebrook, , ,American,Male,1966, ,0, ,,
Jason Rhoades, , ,American,Male,1965, ,2006, ,Q328106,500114740.0
Jason Salavon, , ,American,Male,1970, ,0, ,,
Jason Seley, , ,American,Male,1919, ,1983, ,Q1529786,500110744.0
Jasper Johns, , ,American,Male,1930, ,0, ,Q155057,500022247.0
Jasper Morrison, , ,British,Male,1959, ,0, ,Q1374775,500048491.0
Jaume Juez i Castella (Xirinius), , ,Spanish,Male,1906, ,2002, ,,
Jaume Plensa, , ,Spanish,Male,1955, ,0, ,Q1396516,500195338.0
Jaume Rocamora,artist, , , , , , , , , 
Jaume Solá Valleys, , ,Spanish,Male,1915, ,1995, ,,
Jaune Quick-to-see Smith, , ,American,Female,1940, ,0, ,,
"Java Jacket, Inc.", , ,American,,0, ,0, ,,
Javier Carvajal, , ,Spanish,Male,1927, ,0, ,,
Javier Cuesta Rodríguez-Torices, , ,Spanish,Male,1973, ,0, ,,
Javier Fresneda, , ,,,0, ,0, ,,
Javier Peña, , ,,,0, ,0, ,,
Javier Sanjuan, , ,,,0, ,0, ,,
Javier Sánchez Gómez, , ,Argentine,Male,1936, ,0, ,,
Javier Téllez,artist, , , , , , , , , 
Javier Vilato, , ,Spanish,Male,0, ,0, ,,
Jay Bolotin, , ,American,Male,1949, ,0, ,,
Jay D. Sorensen, , ,American,Male,1958, ,0, ,,
Jay DeFeo, , ,American,Female,1929, ,1989, ,Q15522104,500112022.0
Jay Haley, , ,,,0, ,0, ,,
Jay King, , ,American,Male,1944, ,0, ,,
Jay Kyu Lee, , ,Korean,Male,1964, ,0, ,,
Jay Leyda, , ,American,Male,1910, ,1988, ,,
Jay McCafferty, , ,American,Male,1948, ,0, ,,
Jay Monroe, , ,American,Male,1926, ,0, ,,
Jay Sanders, , ,American,Male,0, ,0, ,,
Jay Silver, , ,American,Male,1979, ,0, ,,
Jay Van Everen, , ,American,Male,1875, ,1947, ,,
Jay Wolke, , ,American,Male,1954, ,0, ,,
Jayden D. Harman, , ,Australian,,1949, ,0, ,,
Jayme Odgers, , ,American,Female,1939, ,0, ,,
Jayson Musson, , ,American,Male,1977, ,0, ,,
Jazz Lee Alston, , ,,Female,0, ,0, ,,
Jean (Hans) Arp, , ,French,Male,1886, ,1966, ,Q153739,500031000.0
Jean Badovici, , ,French,,1893, ,1956, ,,
Jean Baptises-Mondino, , ,French,Male,1949, ,0, ,,
Jean Baudrillard, , ,French,Male,1929, ,2007, ,,
Jean Bazaine, , ,French,Male,1904, ,2001, ,Q708504,500031929.0
Jean Berque, , ,French,Male,1896, ,1954, ,,
Jean Boucher, , ,French,Male,0, ,0, ,,
Jean Béraud,artist, , , , , , , , , 
Jean Carlomusto, , ,American,Female,1959, ,0, ,,
Jean Carlu, , ,French,Male,1900, ,1997, ,Q573180,500096734.0
Jean Charlot, , ,American,Male,1898, ,1979, ,Q432546,500027773.0
Jean Chetaille, , ,,,0, ,0, ,,
Jean Chopin, , ,,Female,0, ,0, ,,
Jean Christian Bourcart, , ,French,Male,1960, ,0, ,,
Jean Cocteau, , ,French,Male,1889, ,1963, ,Q83158,500003025.0
Jean Cohen, , ,American,Female,0, ,0, ,,
Jean Cooke,artist, , , , , , , , , 
Jean Cortot, , ,French,Male,1925, ,0, ,,
Jean Degottex, , ,French,,1918, ,1988, ,,
Jean Delville, , ,Belgian,Male,1867, ,1953, ,Q1395469,500027312.0
Jean Depara, , ,Congolese,Male,1928, ,1997, ,,
Jean Desbrosses, , ,French,Male,1835, ,1906, ,,
Jean Dewasne, , ,French,Male,1921, ,1999, ,,
Jean Deyrolle, , ,French,Male,1911, ,1967, ,,
Jean Dubuffet, , ,French,Male,1901, ,1985, ,Q170076,500019113.0
Jean Dupuy, , ,French,,1925, ,0, ,,
Jean Fautrier, , ,French,Male,1898, ,1964, ,Q537838,500002013.0
Jean Follett, , ,American,Female,1917, ,1991, ,,
Jean Frélaut,artist, , , , , , , , , 
Jean Gabriel Daragnès, , ,French,Male,1886, ,1950, ,,
Jean Gorin, , ,French,Male,1899, ,1981, ,Q737882,500120829.0
Jean Heiberg, , ,Norwegian,Male,1884, ,1976, ,,
Jean Hugo, , ,French,Male,1894, ,1984, ,,
Jean Hélion, , ,French,Male,1904, ,1987, ,Q728088,500071676.0
Jean Jackson, , ,Nationality unknown,,0, ,0, ,,
Jean Kellogg, , ,American,Female,1910, ,1995, ,,
Jean L'Anselme, , ,French,Male,1919, ,2011, ,,
Jean Launois, , ,French,Male,1898, ,1942, ,,
Jean Le Gac, , ,French,Male,1936, ,0, ,Q826970,500107862.0
Jean Le Moal, , ,French,Male,1909, ,2007, ,,
Jean Locey, , ,American,Female,1944, ,0, ,,
Jean Lurçat, , ,French,Male,1892, ,1966, ,Q468453,500014846.0
Jean Marchand, , ,French,Male,1883, ,1940, ,,
Jean Margolin, , ,Nationality unknown,Male,0, ,0, ,,
Jean McEwen, , ,Canadian,Male,1923, ,1999, ,Q3173479,500015819.0
Jean Messagier, , ,French,Male,1920, ,1999, ,,
Jean Miotte, , ,French,Male,1926, ,0, ,,
Jean Mohler, , ,French,Male,0, ,0, ,,
Jean Moral, , ,French,Male,1906, ,1999, ,,
Jean Nouvel, , ,French,Male,1945, ,0, ,Q214317,500017717.0
Jean Oberlé, , ,French,Male,1900, ,1961, ,,
Jean Painlevé, , ,French,Male,1902, ,1989, ,,
Jean Philippe Vassal, , ,French,Male,1954, ,0, ,,
Jean Piaubert, , ,French,Male,1900, ,2002, ,,
Jean Pierre Pincemin, , ,French,Male,1944, ,2005, ,,
Jean Pierre Raynaud, , ,French,Male,1939, ,0, ,Q3169694,500030554.0
Jean Pougny (Ivan Puni), , ,Russian,Male,1892, ,1956, ,Q705062,500007558.0
Jean Prouvé, , ,French,Male,1901, ,1984, ,Q381924,500115727.0
Jean Puy, , ,French,Male,1876, ,1960, ,Q1685780,500020856.0
Jean Reavey, , ,Nationality unknown,Male,0, ,0, ,,
Jean Sellem, , ,French,Male,1941, ,0, ,,
Jean Signovert, , ,French,Male,1919, ,1981, ,,
Jean Tinguely, , ,Swiss,Male,1925, ,1991, ,Q163938,500010804.0
Jean Tschumi, , ,Swiss,Male,1904, ,1962, ,Q117124,500021463.0
Jean Vylen, , ,Nationality unknown,Male,0, ,0, ,,
Jean de Calduin, , ,,,0, ,0, ,,
Jean-Baptiste Mondino, , ,French,Male,1949, ,0, ,,
Jean-Baptiste-Camille Corot, , ,French,Male,1796, ,1875, ,Q148475,500115390.0
Jean-Bernard Menoud, , ,,Male,0, ,0, ,,
Jean-Charles Cazin,artist, , , , , , , , , 
Jean-Charles Langlois, , ,French,Male,1789, ,1870, ,Q3164668,500032275.0
Jean-Clarence Lambert, , ,French,Male,1930, ,0, ,,
Jean-Claude Moineau, , ,,,0, ,0, ,,
Jean-Claude Tramont, , ,Belgian,Male,1934, ,1996, ,,
Jean-Emile Laboureur, , ,French,Male,1887, ,1943, ,,
Jean-Francois Moriceau, , ,French,,1974, ,0, ,,
Jean-Jacques Lebel, , ,French,Male,1936, ,0, ,,
Jean-Jacques Lévêque, , ,,Male,0, ,0, ,,
Jean-Jacques Palix, , ,,,0, ,0, ,,
Jean-Jacques Rullier, , ,,Male,0, ,0, ,,
Jean-Louis Boussingault, , ,French,Male,1883, ,1943, ,,
Jean-Louis Forain, , ,French,Male,1852, ,1931, ,Q719614,500115211.0
Jean-Luc Godard, , ,French,Male,1930, ,0, ,Q53001,500193556.0
Jean-Luc Moulène, , ,French,Male,1955, ,0, ,,
Jean-Luc Mylayne, , ,French,Male,1946, ,0, ,,
Jean-Luc Parant, , ,Tunisian,Male,0, ,0, ,,
Jean-Luc Verna, , ,French,Male,1966, ,0, ,,
Jean-Michel Basquiat, , ,American,Male,1960, ,1988, ,Q155407,500093239.0
Jean-Michel Folon, , ,Belgian,Male,1934, ,0, ,Q1318360,500013336.0
Jean-Michel Othoniel, , ,French,Male,1964, ,0, ,,
Jean-Paul Goude, , ,French,Male,1940, ,0, ,,
Jean-Paul Riopelle, , ,Canadian,Male,1923, ,2002, ,Q708544,500017908.0
Jean-Philippe Toussaint, , ,Belgian,Male,1957, ,0, ,,
Jean-Pierre Melville, , ,French,Male,1917, ,1973, ,,
Jean-Pierre Sudre, , ,French,Male,1921, ,0, ,Q2383306,500102027.0
Jean-Pierre Vielfaure, , ,French,Male,1930, ,0, ,,
Jean-Pierre Wilhelm, , ,German,,1912, ,1968, ,,
Jean-Pierre Yvaral,artist, , , , , , , , , 
Jeanette Reinhardt, , ,Canadian,Female,1954, ,0, ,,
Jeanne Bardey, , ,French,Female,1872, ,1954, ,,
Jeanne Dunning, , ,American,Female,1960, ,0, ,,
Jeanne Gang, , ,American,Female,1964, ,0, ,,
Jeanne Granès, , ,French,Female,0, ,1923, ,,
Jeanne Jacquemin, , ,French,Female,1863, ,1938, ,,
Jeanne Mammen, , ,German,Female,1890, ,1976, ,Q548298,500010088.0
Jeanne Moutoussamy-Ashe, , ,American,Female,1951, ,0, ,,
Jeanne Reynal, , ,American,Female,1903, ,1983, ,,
Jeanne Silverthorne, , ,American,Female,1950, ,0, ,,
Jeanne Verdoux, , ,French,Female,1966, ,0, ,,
Jeannette Ducrocq Tanguy, , ,French,Female,1896, ,1977, ,,
Jed Curtis, , ,American,,1942, ,0, ,,
Jed Robert Fielding, , ,American,Male,1953, ,0, ,,
Jef Banc,artist, , , , , , , , , 
Jef Geys, , ,Belgian,Male,1934, ,0, ,,
Jeff (Jeff Russell), , ,American,Male,1942, ,0, ,,
Jeff Ayeroff, , ,,Male,0, ,0, ,,
Jeff Berner, , ,,Male,0, ,0, ,,
Jeff Davis, , ,American,Male,1967, ,0, ,,
Jeff Elrod, , ,American,Male,1966, ,0, ,,
Jeff Goodman, , ,,,0, ,0, ,,
Jeff Koons, , ,American,Male,1955, ,0, ,Q297525,500118778.0
Jeff Perkins, , ,American,,1941, ,0, ,,
Jeff Preiss, , ,American,Male,1956, ,0, ,,
Jeff Rian, , ,,,0, ,0, ,,
Jeff Scher, , ,American,Male,1954, ,0, ,,
Jeff Stein, , ,,Male,0, ,0, ,,
Jeff Tremaine, , ,American,Male,1966, ,0, ,,
Jeff Wall, , ,Canadian,Male,1946, ,0, ,Q550428,500101667.0
Jeffery Keedy, , ,American,Male,1957, ,0, ,,
Jeffrey Blake, , ,American,Male,1954, ,0, ,,
Jeffrey Dennis,artist, , , , , , , , , 
Jeffrey Ingram Stone, , ,,Male,0, ,0, ,,
Jeffrey Lewis, , ,,,0, ,0, ,,
Jeffrey Scales, , ,American,Male,1954, ,0, ,,
Jeffrey Schier, , ,,Male,0, ,0, ,,
Jeffrey Shaw, , ,Australian,Male,1944, ,0, ,,
Jeffrey Silverthorne, , ,American,Male,1946, ,0, ,Q6176281,500333694.0
Jeffrey Ventrella, , ,American,,1960, ,0, ,,
Jeffrey Wolin, , ,American,Male,1951, ,0, ,,
Jem Cohen, , ,American,Male,1962, ,0, ,Q6177037,500114615.0
Jen DeNike, , ,American,Female,1971, ,0, ,,
"Jenaer Glaswerk Schott & Gen., Mainz, Germany", , ,,,0, ,0, ,,
"Jenaer Glaswerk, Schott & Genossen, Jena, Germany", , ,,,0, ,0, ,,
Jene Highstein, , ,American,Male,1942, ,2013, ,Q14917544,500079235.0
Jennett Lam, , ,American,Female,1911, ,1983, ,,
Jennie C. Jones, , ,American,Female,1968, ,0, ,,
Jennifer A. Lewis, , ,American,Female,0, ,0, ,,
Jennifer Allora, , ,American,Female,1974, ,0, ,,
Jennifer Bartlett, , ,American,Female,1941, ,0, ,Q6178106,500021315.0
Jennifer Hackshaw, , ,Venezuelan,Female,1948, ,0, ,,
Jennifer Moon, , ,,Female,1973, ,0, ,,
Jennifer Morla, , ,American,Female,1955, ,0, ,,
Jennifer Pastor, , ,American,Female,1966, ,0, ,,
Jenny Holzer, , ,American,Female,1950, ,0, ,Q270388,500047276.0
Jenny Perlin, , ,American,Female,1970, ,0, ,,
Jenny Roed, , ,German,Female,0, ,0, ,,
Jenova (Xinghan) Chen, , ,Chinese,Male,1981, ,0, ,,
Jens Eilstrup Rasmussen, , ,Danish,Male,1966, ,0, ,,
Jens H. Quistgaard, , ,Danish,Male,1919, ,2008, ,Q6179808,500128646.0
Jens Haaning, , ,Danish,Male,1965, ,0, ,,
Jens Martin Skibsted, , ,Danish,Male,1970, ,0, ,,
Jens Risom, , ,American,Male,1916, ,2016, ,Q773592,500253380.0
Jens S Jensen, , ,Swedish,Male,1946, ,2015, ,,
Jeong-A Koo,artist, , , , , , , , , 
Jeppe Hein,artist, , , , , , , , , 
Jeremy Anderson, , ,American,Male,1921, ,1982, ,,
Jeremy Blake, , ,American,Male,1971, ,2007, ,Q3177301,500114629.0
Jeremy Deller, , ,British,Male,1966, ,0, ,,
Jeremy Shaw, , ,Canadian,Male,1977, ,0, ,,
"Jernbolaget, Eskilstuna, Sweden", , ,,,1868, ,0, ,,
Jeroen Thomas, , ,Dutch,Male,1952, ,0, ,,
Jeroen Verhoeven, , ,Dutch,Male,1976, ,0, ,,
Jeroen de Rijke, , ,Dutch,Male,1970, ,2006, ,,
Jerome Kaplan, , ,American,Male,1920, ,0, ,,
Jerome Kuhl, , ,,Male,0, ,0, ,,
Jerome Liebling, , ,American,Male,1924, ,2011, ,Q15462930,500126037.0
Jerome Myers, , ,American,Male,1867, ,1940, ,,
Jerome Neuner, , ,American,Male,1945, ,0, ,,
Jerome Olivet, , ,,Male,0, ,0, ,,
Jerome Schueger, , ,American,Male,0, ,0, ,,
Jerome Simon, , ,American,Male,1942, ,0, ,,
Jerrold Maddox, , ,Nationality unknown,Male,0, ,0, ,,
Jerry Anderson, , ,American,Male,1938, ,0, ,,
Jerry Berndt, , ,American,Male,1943, ,2013, ,,
Jerry Cooke, , ,American,Male,1922, ,2005, ,,
Jerry Dantzic, , ,American,Male,1925, ,0, ,,
Jerry Harrison, , ,American,Male,1949, ,0, ,,
Jerry Kearns, , ,American,Male,1943, ,0, ,,
Jerry L. Thompson, , ,American,Male,1945, ,0, ,,
Jerry Lewis, , ,American,Male,1926, ,2017, ,,
Jerry Manock, , ,American,Male,0, ,0, ,,
Jerry Moberg, , ,American,Male,0, ,0, ,,
Jerry O'Leary, , ,British,Male,1976, ,0, ,,
Jerry Phillips, , ,American,Male,1958, ,0, ,,
Jerry Santbergen, , ,Nationality unknown,Male,0, ,0, ,,
Jerry Schatzberg, , ,American,Male,1927, ,0, ,Q935852,500342972.0
Jerry Uelsmann, , ,American,Male,1934, ,0, ,Q1285072,500095150.0
Jerszy Seymour, , ,German,Male,1968, ,0, ,,
Jerzy Czerniawski, , ,Polish,,1947, ,0, ,,
Jerzy Flisak, , ,Polish,Male,1930, ,2008, ,,
Jerzy Panek, , ,Polish,Male,1918, ,2001, ,,
Jerzy Srokowski, , ,Polish,Male,1910, ,1971, ,,
Jerzy Tchorzewski, , ,Polish,Male,1928, ,1999, ,,
Jerzy von Hulewicz, , ,Polish,Male,1886, ,1940, ,,
Jess, , ,American,Male,1923, ,2004, ,Q4228019,500030886.0
Jesse Goldstein, , ,American,Male,0, ,0, ,,
Jesse Green,artist, , , , , , , , , 
Jesse Louis-Rosenberg, , ,American,Male,1986, ,0, ,,
Jesse Reichek, , ,American,Male,1916, ,2005, ,,
Jesse Reiser, , ,American,Male,1958, ,0, ,,
Jessica Diamond, , ,American,Female,1957, ,0, ,,
Jessica Jackson Hutchins, , ,American,Female,1971, ,0, ,,
Jessica Mein, , ,Brazilian,Female,1975, ,0, ,,
Jessica Rosenkrantz, , ,American,Female,1983, ,0, ,,
Jessica Stockholder, , ,American,Female,1959, ,0, ,,
Jessica Yu, , ,American,Female,1966, ,0, ,,
Jessie Tarbox Beals, , ,American,Female,1870, ,1942, ,Q6187840,500007393.0
Jesus Barraza, , ,,Male,0, ,0, ,,
Jesus Fuck & Da Murderers, , ,,,0, ,0, ,,
Jesús Escobedo, , ,Mexican,Male,1918, ,1978, ,,
Jesús Guerrero Galvan, , ,Mexican,Male,1910, ,1973, ,Q6188485,500071497.0
Jesús Lozano, , ,Spanish,Male,0, ,0, ,,
Jesús Morales Aguilar, , ,Mexican,Male,0, ,0, ,,
Jesús Rafael Soto, , ,Venezuelan,Male,1923, ,2005, ,Q519367,500027187.0
Jesús Reyes Ferreira, , ,Mexican,Male,1882, ,1977, ,Q629513,500118460.0
Jesús Tenreiro-Degwitz, , ,Venezuelan,Male,1936, ,2007, ,,
Jewett Campbell, , ,American,Male,1912, ,1999, ,,
Jhoon Rhee, , ,American,,1932, ,0, ,,
Ji Weiyu, , ,Chinese,,1980, ,0, ,,
Jie Qi, , ,American,Female,1987, ,0, ,,
Jill Baroff, , ,American,Female,1954, ,0, ,,
Jill Dawsey, , ,,Female,0, ,0, ,,
Jill Giegerich, , ,American,Female,1952, ,0, ,,
Jill Godmilow, , ,,,0, ,0, ,,
Jill Moser, , ,American,Female,1956, ,0, ,Q19833757,500330383.0
Jill Richards, , ,,Female,0, ,0, ,,
Jim Amaral, , ,American,Male,1933, ,0, ,,
Jim Bengston, , ,American,Male,1942, ,0, ,,
Jim Campbell, , ,American,Male,1956, ,0, ,,
Jim Dine, , ,American,Male,1935, ,0, ,Q531234,500028463.0
Jim Downie, , ,,,0, ,0, ,,
Jim Drain, , ,American,Male,1975, ,0, ,,
Jim Gaylord, , ,American,Male,1974, ,0, ,,
Jim Gentes, , ,American,Male,1957, ,0, ,,
Jim Goldberg, , ,American,Male,1953, ,0, ,,
Jim Henson, , ,American,Male,1936, ,1990, ,Q191037,
Jim Houghton, , ,,Male,0, ,0, ,,
Jim Isermann, , ,American,Male,1955, ,0, ,,
Jim Jarmusch, , ,American,Male,1953, ,0, ,,
Jim Lambie, , ,Scottish,Male,1964, ,0, ,Q344051,500123581.0
Jim Love, , ,American,Male,1927, ,2005, ,,
Jim McWilliams, , ,American,,1937, ,0, ,,
Jim Mulligan, , ,,Male,0, ,0, ,,
Jim Nichols, , ,Nationality unknown,Male,0, ,0, ,,
Jim Nutt, , ,American,Male,1938, ,0, ,Q6197218,500018267.0
Jim Shaw, , ,American,Male,1952, ,0, ,Q6198060,500056898.0
Jim Stone, , ,American,Male,1947, ,0, ,,
Jim Traut, , ,American,,1956, ,0, ,,
Jim Ward, , ,American,Male,0, ,0, ,,
Jim Yukich, , ,,Male,0, ,0, ,,
Jima, , ,American,,0, ,0, ,,
Jimenez Lai, , ,Canadian,Male,1979, ,0, ,,
Jimmie Durham, , ,American,Male,1940, ,0, ,,
Jimmy Alcock, , ,Venezuelan,Male,1932, ,0, ,,
Jimmy DeSana, , ,American,Male,1950, ,1990, ,Q6199963,500094230.0
Jimmy Ernst, , ,American,Male,1920, ,1984, ,Q92395,500024151.0
Jimmy Garcia, , ,,Male,0, ,0, ,,
Jimmy Loizeau, , ,British,Male,1968, ,0, ,,
Jimmy Murray, , ,American,Male,0, ,0, ,,
Jindrich Streit, , ,Czech,Male,1946, ,0, ,,
Jindřich Štyrský, , ,Czech,Male,1899, ,1942, ,Q1261996,500013863.0
Jing Liu, , ,Chinese,Female,1980, ,0, ,,
Jinkichi Koga, , ,Japanese,Male,0, ,0, ,,
Jiri Georg Dokoupil, , ,Czech,,1954, ,0, ,,
Jiri Kovanda, , ,Czech,Male,1953, ,0, ,,
Jiri Skala, , ,Czech,Male,1976, ,0, ,,
Jiro Takamatsu, , ,Japanese,Male,1936, ,1998, ,Q11670443,500123782.0
Jirí Balcar, , ,Czech,Male,1929, ,1968, ,,
Jirí Kolár, , ,Czech,Male,1914, ,2002, ,Q699793,500029754.0
Jitka Hanzlová, , ,Czech,Female,1958, ,0, ,Q18684136,
Jiþi Anderle, , ,Czech,Male,1936, ,0, ,,
Jiří Hilmar, , ,Czech,Male,1937, ,0, ,,
Jiří John, , ,Czech,Male,1923, ,1972, ,,
Jiří Lehovec, , ,Czech,Male,1909, ,1995, ,,
Jiří Pelcl, , ,Czech,Male,1950, ,0, ,,
Jo Ann Callis, , ,American,Female,1940, ,0, ,,
Jo Ann Walters, , ,American,Female,1952, ,0, ,,
Jo Babcock, , ,,,0, ,0, ,,
Jo Bruton,artist, , , , , , , , , 
Jo Feiler,artist, , , , , , , , , 
Jo Ractliffe, , ,South African,Female,1961, ,0, ,,
Jo Randerson, , ,New Zealander,Female,1973, ,0, ,,
